ISBN,Control Number,Title
9781933032665,ocn617508725,"Diario de Greg. [4], Dias de perros / Jeff Kinney ; [translation by Esteban Moran]."
9781933032696,ocn676725710,Guerra Civil en domingo / por Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781933032702,ocn676725711,Guerra Revolucionaria en miercoles / por Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781933032719,ocn741755881,Tornado en martes / por Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781933032726,ocn676725712,Terremoto al amanecer / por Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781933032849,  2012031703,El regalo de mi abuela / Eric Velasquez ; traducido por Eida de la Vega.
9781933032856,  2013046374,Gabriel Garcia Marquez : Gabito / Georgina Lazaro ; ilustrado por Rafael Yockteng.
9781933032894,ocn866614286,"Diario de Greg. [7], tres no es compania / Jeff Kinney ; [translation, Esteban Moran]."
9781933032924,  2014004625,Miedo escenico en una noche de verano / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781933032931,  2014004626,"Buenos dias, gorilas / por Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli."
9781933032948,  2014004668,Jueves de accion de gracias / por Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781933032955,  2014004680,Maremoto en Hawai / por Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781933196220,  2006042757,"Five easy steps to a balanced math program for primary grades : [grades K-2] / Larry Ainsworth, Jan Christinson."
9781933212791,  2014504259,The Bourbon Street Band is back / Ed Shankman ; illustrated by Dave O'Neill.
9781933392356,  2006019749,Bayberry & Beau / by Nita Choukas ; [illustrations by Gillian Tyler].
9781933718002,  2006003727,The Kissing hand / Audrey Penn ; illustrations by Ruth E. Harper and Nancy M. Leak.
9781933916163,  2007936273,Have you filled a bucket today? : a guide to daily happiness for kids / by Carol McCloud ; illustrated by David Messing.
9781933916439,ocn430053107,Fill a bucket : a guide to daily happiness for young children / by Carol McCloud and Katherine Martin ; illustrated by David Messing.
9781934133576,  2013033433,Imani's moon / JaNay Brown-Wood ; illustrated by Hazel Mitchell.
9781934133583,  2013033433,Imani's moon / JaNay Brown-Wood ; illustrated by Hazel Mitchell.
9781935179160,  2011026592,The Shark King : a Toon book / by R. Kikuo Johnson.
9781935179627,  2014000694,"Hansel & Gretel : a Toon graphic / Neil Gaiman, Lorenzo Mattotti."
9781935597377,bl2010033717,An awesome book of thanks! / by Dallas Clayton.
9781936022830,in501992659,Everyday Words in Spanish: Photographic Flash Cards : Palabras de Todos Los Dias: Fotografico.
9781936599219,030819092426,"Every School, One Citizen's Guide To Transforming Education / Donald P. Nielsen."
9781937054748,on1010733581,The cloud artist / story by Sherri Maret ; illustrations by Merisha Sequoia Clark ; Choctaw translation by Dora Wickson.
9781939994462,ocn907195420,Music theory for beginners / by R. Ryan Endris ; illustrated by Joe Lee.
9781941999332,ocn908088372,Stink. Superheroe del sistema solar / Megan McDonald ; ilustrado por Peter H. Reynolds ; traduccion: Arnoldo Langner Romero.
9781941999349,ocn908088405,Stink. Campeonato mundial de luchas de pulgares / Megan McDonald ; ilustrado por Peter H. Reynolds ; traduccion: Arnoldo Langner Romero.
9781943145300,on1026409896,"La matadragones : cuentos de Latinoamerica / por Jaime Hernandez ; introduccion por F. Isabel Campoy ; traduccion, Maria E. Santana."
9781943145317,on1026409896,"La matadragones : cuentos de Latinoamerica / por Jaime Hernandez ; introduccion por F. Isabel Campoy ; traduccion, Maria E. Santana."
9781943200009,in901441400,What do you do with a problem? / written by Kobi Yamada ; illustrated by Mae Besom.
9781943553389,  2015039499,"Odell Beckham Jr. / by K.C. Kelley ; consultant: Craig Ellenport, Former Senior Editor, NFL.com."
9781943785193,bl2017033414,Dog daze / by Sofi Benitez with Joyce Magnin ; illustrations by Becky Minor ; based on the artwork of Christina Weidman ; created by Mark Andrew Poe.
9781943785599,bl2017033415,Wand-paper-scissors / by Mark Andrew Poe ; illustrations by Christina Weidman.
9781944102371,  2016018785,Terror in the underground tunnel / by Dee Phillips ; illustrated by Timo Grubing.
9781944606008,csp00040886,Beneath the fall / Aaron Safronoff.
9781944606015,csp00040886,Beneath the fall / Aaron Safronoff.
9781944686574,in901587699,Goodwin the goat / Don Freeman.
9781945841170,030819093938,Multiplication Facts That Stick / Kate Snow.
9781945841200,030819093801,Division Facts That Stick / Kate Snow.
9781946064011,  2017006477,Artists and their pets : true stories of famous artists and their animal friends / by Susie Hodge ; art by Violet Lemay.
9781947783713,on1031570711,Batman : Nightwalker / Marie Lu ; traduccion de Carlos Garcia Varela.
9781974700585,in901747277,"Pokemon horizon. Sun & moon. 01 / story and art by Tenya Yabuno ; translation, Tetsuichiro Miyaki ; English adaptation, Annette Roman."
9782733819814,bl2012035182,"Sammy the snail's amazing day / Sandrine Lhomme ; [translation, Susan Allen Maurin ; English version editor, Nelson Yomtov]."
9782733850664,ocn971514443,Odd one out / Danielle Chaperon ; illustrations by Iris ; English translation by MaryChris Bradley.
9783791347509,  2012532269,Paul Klee : painting music / Hajo Duchting ; [translated from the German by Penelope Crowe].
9783791372297,bl2015045859,Frida Kahlo : the artist in the blue house / edited by Christopher Wynne and Brad Finger ; translated from the German by Ishbel Flett.
9783791372792,bl2017023477,The dreaming giant / Veronique Massenot ; Peggy Nille ; English translation: Agathe Joly.
9786070117633,bl2016005246,El superzorro / Roald Dahl ; ilustraciones de Horacio Elena ; traduccion: Ramon Buckley.
9786070118241,bl2016005778,Caperucita Roja : (tal como se lo contaron a Jorge) / Luis Maria Pescetti ; ilustraciones de O'Kif.
9786070123573,012919140631,Una cama para tres / Yolanda Reyes.
9786070132469,bl2018028300,Date una vuelta en bici! / Philip Hopman & Joukje Akveld ; traduccion: Mariona Vilalta.
9786070133121,on1013565575,"Antes de mi / Flor Aguilera, Leonor Perez."
9786070740237,ocn995449946,Aqui empieza todo / Jennifer Niven ; traduccion de Liwayway Alonso Mendoza.
9786071105912,bl2010033327,Fonchito y la luna / Mario Vargas Llosa ; ilustraciones de Marta Chicote Juiz.
9786071109910,ocn773295431,Judy Moody es detective / Megan McDonald ; ilustrado por Peter H. Reynolds ; traducido por Julio Hermoso.
9786071132505,in901263100,De que color es tu sombra? / Jose Ignacio Valenzuela.
9786071601070,in900802031,Los tres osos / Anthony Browne.
9786071601261,012919140537,El abuelo ya no duerme en el armario / Silvia Molina.
9786073101554,ocn745042607,El tesoro del cementerio / texto de Roberto Pavanello ; ilustraciones de Blasco Pisapia y Pamela Brughera.
9786073136587,bl2016001305,La maravillosa medicina de Jorge / Roald Dahl ; ilustraciones de Quentin Blake ; traduccion de Maribel de Juan.
9786073137096,bl2016005959,"La jirafa, el pelicano y el mono / Roald Dahl ; ilustraciones de Quentin Blake ; traduccion de Juan Ramon Azaola."
9786073150446,  2017484366,Adios a Dylan / Alejandro Carrillo.
9786075271798,ocn998033685,"Contar de 7 en 7 / Holly Goldberg Sloan ; traduccion, Javier Elizondo."
9786077350620,ocn873721949,El unico e incomparable Ivan / Katherine Applegate ; ilustraciones de Patricia Castelao ; traduccion de Mercedes Guhl.
9786077352303,bl2015026984,"Yo primero! / Michael Escoffier, texto ; Kris Di Giacomo, ilustraciones ; traduccion: Paulina de Aguinaco Martin."
9788408038276,bl2015007892,Zoe y la princesa romana / Ana Garcia-Sineriz ; Jordi Labanda.
9788408137498,bl2016012972,Pedro y el bosque / Jaume Cabre ; ilustraciones de Julia Larda ; traduccion: Concha Cardenoso Saenz de Miera.
9788414005477,bl2017040122,El pacha que se aburria / Andre Bouchard ; traducido por Virginia Fernandez de Heredia Rubio.
9788415235309,bl2014041623,"Las piratas de la isla Perfidia / Charlie Small ; Carol Isern, traduccion."
9788415235408,ocn855280638,"La tumba de la momia / Carol Isern, traduccion."
9788415235576,bl2014001820,"En el pais de los remotasaurios / Carol Isern, traduccion."
9788415235590,ocn872390898,El rapto de lady Lidia / Sir Steve Stevenson ; ilustraciones de Stefano Turconi ; traduccion de Julia Osuna Aguilar.
9788415235736,bl2014041868,El enigma del cupcake / Kate Pankhurst ; traduccion: Carol Isern.
9788415357360,bt2014196350,Maria Olvido / Raquel Diaz Reguera (texto) ; Evangelina Prieto Lopez (ilustraciones).
9788415579038,ocn796761843,Selena Gomez / Catherine de la Gletais.
9788415579847,bl2014021841,Bocaditos de magia / Kathryn Littlewood ; traduccion de Marc Barrobes.
9788415619611,in900861033,"Un tractor muy, muy ruidoso / Mar Pavon ; [ilustraciones] Nivola Uya."
9788415619857,ocn837142426,El ovillo magico / Susanna Isern ; Nora Hilb.
9788415679172,021519131300,3 Cartas a Michel y 12 para mi misma / Angela Daniela Diaz Rivera.
9788415784081,ocn840465107,El silbido de Juan / Lili Ferreiros y Sonja Wimmer.
9788415784807,ocn871338054,"Tren de invierno / Susanna Isern, Ester Garcia."
9788416075164,ocn889184664,"Como esconder un leon a la abuela / Helen Stephens ; traduccion, Roser Ruiz."
9788416117062,ocn889184673,"El Sr. Mil-Puas : una espinosa historia de amor / texto, Kara LaReau ; ilustraciones Scott Magoon ; [traduccion de Joana Delgado Sanchez]."
9788416117185,in501748022,"Arte Para Ninos, El."
9788416117574,bl2016007561,Fabulas de Esopo / ilustraciones: Anna Laura Cantone ; traduccion: Lorenzo Fasanini.
9788417108168,on1020319391,Super Sorda / Cece Bell ; color de David Lasky ; [traduccion Jofre Homedes Beutnagel].
9788420417721,bl2016020388,"Las deportivas magicas / Christian Galvez, Marina G. Torrus ; ilustraciones de Paul Urkijo Alijo."
9788420430522,bt 98013496,"Sapo y Sepo, un ano entero / por Arnold Lobel ; [traduccion de Pablo Lizcano]."
9788420448992,bl2015023021,Poesia espanola para ninos / seleccion y prologo de Ana Pelegrin ; ilustraciones de Tino Gatagan.
9788424180355,021219084029,The Coloring Witch / Ester Madronero.
9788424181154,bt2006018983,David va al colegio / David Shannon ; traducido por Teresa Mlawer.
9788424186616,bt2003023236,David se mete en lios / David Shannon ; traducido por Teresa Mlawer.
9788424659387,bl2017051220,"El caso del hombre de negro / Jorn Lier Horst ; Hans Jorgen Sandnes, ilustraciones ; traduccion de Bente Teigen Gundersen y Monica Sainz Serrano."
9788426130952,ocm45312909,Sopa de calabaza / Helen Cooper ; traduccion castellana de Christiane Reyes.
9788426131553,ocm45312909,Sopa de calabaza / Helen Cooper ; traduccion castellana de Christiane Reyes.
9788426131737,ocm46655309,"Siempre pienso en ti / texto de Kathi Appelt ; ilustraciones de Jane Dyer ; traduccion, Rosa Roig."
9788426132703,ocm51672401,Pato va en bici / David Shannon.
9788426132918,ocm52636720,Los tres cerditos / David Wiesner ; [traduccion de Christiane Reyes].
9788426134738,ocm68727171,"El oso que amaba los libros / Dennis Haseley ; [illustraciones], Jim LaMarche ; [traduccion de Christiane Reyes]."
9788426134912,in900193469,"Tres osos / Cliff Wright ; [traduccion, Elodie Bourgeois]."
9788426135148,in900193467,"Un osito se cae de la cama / Julia Donaldson ; ilustrado por Anna Currey ; [traduccion castellana, Josefina Caball i Guerrero]."
9788426135315,in900193457,"Quiero una mascota! / Angela McAllister, Charlotte Middleton ; [traduccion castellana de Christiane Reyes Scheurer]."
9788426135377,bt2006029315,"El baile del tigre / texto de Malachy Doyle ; ilustraciones de Steve Johnson y Lou Fancher ; [traduccion castellana, Manel Manzano y Teresa Farran]."
9788426135414,ocm86069941,"La leyenda de la serpiente / M.T. Anderson ; illustrado por Bagram Ibatoulline ; [traduccion castellana, Raquel Sola]."
9788426136473,ocn244793617,El color de mi piel : hablemos del racismo / Pat Thomas ; con ilustraciones de Lesley Harker.
9788426137272,ocn466333702,Un oso bueno / Ted Dewan ; [traduccion de Teresa Farran].
9788426137630,ocn613636002,Picasso y Minou / P.I. Maltbie ; ilustrado por Pau Estrada ; [traduccion de Teresa Farran i Vert].
9788426138408,ocn761842879,"Otto, el oso de libro / Katie Cleminson ; [traduccion de Elodie Bourgeois Bertin]."
9788426139221,ocn801696420,El raton de campo y el raton de cuidad : una fabula de Esopo / narrada e ilustrada por Helen Ward ; [traduccion de Raquel Sola Garcia].
9788426437396,ocm47279450,Eloise en Paris / Kay Thompson ; dibujos de Hilary Knight.
9788426437488,ocm48562142,"Eloise en Navidad / Kay Thompson ; dibujos de Hilary Knight ; [traduccion, Ana Maria Moix]."
9788427203655,bt2014054709,Una aventura de piratas / Guy Bass ; ilustraciones de Pete Williamson ; traduccion de V.M. Garcia de Isusi.
9788427901209,021519131420,El poder superior de Lucky / Susan Patron.
9788427901483,bt2014017780,Un perro llamado Vagabundo / Sarah Lean ; traduccion de Ariadna Castellarnau Arfelis.
9788430525638,ocn666246383,"20 fabulas de La Fontaine / [edicion, Ma. Jesus Diaz ; textos adaptados y realizados por Celia Ruiz ; ilustraciones realizadas por Marife Gonzalez].."
9788448845834,bl2017000737,Los atrevidos en el Pais de los Unicornios / Elsa Punset ; ilustraciones de Rocio Bonilla.
9788448849665,on1037276925,"Ada Magnifica, cientifica / Andrea Beaty ; ilustraciones de David Roberts ; traduccion, Maria Serna Aguirre."
9788466706193,021519131012,Las Cartas de Alain / Enrique Perez Diaz.
9788466793131,bt2013000090,El caracol lento / Ana guerrero y Andres Guerrero.
9788467725018,ocn872413486,Granjero / Lorena Marin ; [ilustraciones:] Marife Gonzalez.
9788467725032,ocn872413525,Medicos / Lorena Marin ; [ilustraciones:] Marife Gonzalez.
9788467725049,ocn872413526,Profesor / Lorena Marin ; [ilustraciones:] Marife Gonzalez.
9788468251806,bl2018080008,"El lobo hambriento : cuento de Norteamerica / version, Lari Don ; ilustraciones, Melanie Williamson ; traduccion, Alberto Fuentes."
9788468252018,bl2018080003,"El don de la tortuga : cuento de Zambia / version, Lari Don ; ilustraciones, Melanie Williamson ; traduccion, Alberto Fuentes."
9788468253381,bl2018079997,"El abominable hombre de las nieves : cuento de Nepal / version, Fran Parnell ; ilustraciones, Sophie Fatus ; traduccion, Alberto Fuentes."
9788468311869,bt2014032831,"Rino detective y un extrano muy extrano / Pilar Lozano Carbayo, Alejandro Rodriguez ; ilustraciones de Claudia Ranucci."
9788469595435,021519131528,El depredador de Mariposas / Beatriz Vidal Cortijo.
9788469600085,bl2015007994,"La aventura explosiva / Emily Gale ; diseno de cubierta e ilustraciones, Joelle Dreidemy ; traduccion, Roberto Vivero Rodriguez."
9788469601068,bl2015038728,Didi Keidy tiene un secreto / texto: Wanda Coven ; ilustraciones: Priscilla Burris ; traduccion: Begona Oro Pradera.
9788469602409,bl2015038736,Didi Keidy y el concurso de galletas / texto: Wanda Coven ; ilustraciones: Priscilla Burris ; traduccion: Begona Oro Pradera.
9788469602416,bl2015038742,Didi Keidy se disfraza / texto: Wanda Coven ; ilustraciones: Priscilla Burris ; traduccion: Begona Oro Pradera.
9788469605424,bl2017005446,Daisy y lo malo de los zoos / Kes Gray ; ilustracion de interior: Garry Parsons ; traduccion: Roberto Vivero.
9788469605431,bl2017005445,Daisy y lo malo de estar castigada / Kes Gray ; ilustracion de interior: Garry Parsons ; traduccion: Roberto Vivero.
